ML,NRM,Nara Keibane Airport,Nara,
ML,SZU,Segou Airport,Segou,
ML,TOM,Tombouctou Airport,Tombouctou,
MM,AKY,Sittwe Airport,Sittwe,
MM,BMO,Bhamo Airport,Bhamo,
MM,BSX,Pathein Airport,Pathein,
MM,GAW,Gangaw Airport,Gangaw,
MM,GWA,Gwa Airport,Gwa,
MM,HEB,Hinthada Airport,Hinthada,
MM,HEH,Heho Airport,Heho,
MM,HOX,Homalin Airport,Homalin,
MM,KAW,Kawthaung Airport,Kawthaung,
MM,KET,Kengtung Airport,Kengtung,
MM,KHM,Khamti Airport,Khamti,
MM,KMV,Kalemyo Airport,Kalemyo,
MM,KYP,Kyaukpyu Airport,Kyaukpyu,
MM,KYT,Kyauktu Airport,Kyauktu,
MM,LIW,Loikaw Airport,Loikaw,
MM,LSH,Lashio Airport,Lashio,
MM,MDL,Mandalay International Airport,Mandalay,
MM,MGK,Mong Ton Airport,Mong Ton,
MM,MGU,Manaung Airport,Manaung,
MM,MGZ,Myeik Airport,Myeik,
MM,MNU,Mawlamyine Airport,Mawlamyine,
MM,MOE,Momeik Airport,Momeik,
MM,MOG,Mong Hsat Airport,Mong Hsat,
MM,MWQ,Magway Airport,Magway,
MM,MYT,Myitkyina Airport,Myitkyina,
MM,NMS,Nansang Airport,Nansang,
MM,NMT,Namtu Airport,Namtu,
MM,NYT,Nay Pyi Taw International Airport,Nay Pyi Taw,
MM,NYU,Bagan/Nyaung-u Airport,Bagan/Nyaung-u,
MM,NYW,Monywa Airport,Monywa,
MM,PAA,Hpa-an Airport,Hpa-an,
MM,PAU,Pauk Airport,Pauk,
MM,PBU,Putao Airport,Putao,
MM,PKK,Pakokku Airport,Pakokku,
MM,PPU,Papun Airport,Papun,
MM,PRU,Pyay Airport,Pyay,
MM,RGN,Yangon International Airport,Yangon,
MM,SNW,Thandwe Airport,Thandwe,
MM,THL,Tachilek Airport,Tachilek,
MM,TIO,Tilin Airport,Tilin,
MM,TVY,Dawei Airport,Dawei,
MM,VBA,Ann Airport,Ann,
MM,VBC,Mandalay Chan Mya Thazi Airport,Mandalay,
MM,VBP,Bokpyin Airport,Bokpyin,
MM,XYE,Ye Airport,Ye,
MN,AVK,Arvaikheer Airport,Arvaikheer,
MN,BYN,Bayankhongor Airport,Bayankhongor,
MN,COQ,Choibalsan Airport,Choibalsan,
MN,DLZ,Dalanzadgad Gurvan Saikhan Airport,Dalanzadgad,
MN,ERT,Erdenet Airport,Erdenet,
MN,HBU,Bulgan (Khovd) Airport,Bulgan (Khovd),
MN,HJT,Khujirt Airport,Khujirt,
MN,HTM,Khatgal Airport,Khatgal,
MN,HVD,Khovd Airport,Khovd,
MN,KHR,Kharkhorin Airport,Kharkhorin,
MN,LTI,Altai Airport,Altai,
MN,MXV,Moron Airport,Moron,
MN,MXW,Mandalgovi Airport,Mandalgovi,
MN,TNZ,Tosontsengel Airport,Tosontsengel,
MN,TSZ,Tsetserleg Airport,Tsetserleg,
MN,UBN,New Ulaanbaatar International Airport,Ulaanbaatar,
MN,UGA,Bulgan Airport,Bulgan,
MN,UGT,Bulagtai Airport,Bulagtai,
MN,ULG,Olgii Airport,Olgii,
MN,ULN,Ulaanbaatar Chinggis Khaan Intl Airport,Ulaanbaatar,
MN,ULO,Ulaangom Airport,Ulaangom,
MN,ULZ,Uliastai Donoi Airport,Uliastai,
MN,UNR,Ondorkhaan Airport,Ondorkhaan,
MN,UUN,Baruun-Urt Airport,Baruun-Urt,
MO,AZM,Macau CZ Bus Station,Macau,
MO,MFM,Macau International Airport,Macau,
MO,XZM,Macau Macau Ferry Terminal Ferry Port,Macau,
MO,YFT,Macau Taipa Ferry Terminal Ferry Port,Macau,
MP,ROP,Rota International Airport,Rota,
MP,SPN,Saipan Francisco C. Ada Intl Airport,Saipan,
MP,TIQ,Tinian International Airport,Tinian,
MQ,FDF,Fort-de-France Martinique A. Cesaire Apt,Fort-de-France,
MR,AEO,Aioun El Atrouss Airport,Aioun el Atrouss,
MR,AJJ,Akjoujt Airport,Akjoujt,
MR,ATR,Atar International Airport,Atar,
MR,BGH,Bogue Abbaye Airport,Bogue,
MR,CGT,Chinguetti Airport,Chinguetti,
MR,EMN,Nema Airport,Nema,
MR,FGD,Fderik Airport,Fderik,
MR,KED,Kaedi Airport,Kaedi,
MR,KFA,Kiffa Airport,Kiffa,
MR,LEG,Aleg Airport,Aleg,
MR,MBR,Mbout Airport,Mbout,
MR,MOM,Moudjeria Letfotar Airport,Moudjeria,
MR,NDB,Nouadhibou Airport,Nouadhibou,
MR,NKC,Nouakchott Airport,Nouakchott,
MR,OTL,Boutilimit Airport,Boutilimit,
MR,OUZ,Zouerate Tazadit Airport,Zouerate,
MR,SEY,Selibabi Airport,Selibabi,
MR,THI,Tichit Airport,Tichit,
MR,THT,Tamchakett Airport,Tamchakett,
MR,TIY,Tidjikja Airport,Tidjikja,
MR,TMD,Timbedra Airport,Timbedra,
MS,MNI,Montserrat John A. Osborne Airport,Montserrat,
MT,GZM,Gozo Heliport,Gozo,
MT,JCO,Kemmuna Heliport,Kemmuna,
MT,MLA,Malta Luqa International Airport,Malta,
MU,MRU,Mauritius Sir S. Ramgoolam Intl Airport,Mauritius,
MU,RRG,Rodrigues Island Sir Gaetan Duval Apt,Rodrigues Island,
MV,DDD,Dhaalu Airport,Kudahuvadhoo,
MV,DRV,Dharavandhoo Island Airport,Dharavandhoo Island,
MV,FND,Funadhoo Airport,Funadhoo,
MV,FVM,Fuvahmulak Island Airport,Fuvahmulak Island,
MV,GAN,Gan Island International Airport,Gan Island,
MV,GKK,Kooddoo Island Airport,Kooddoo Island,
MV,HAQ,Hanimaadhoo Island Airport,Hanimaadhoo Island,
MV,HDK,Kulhudhuffushi Airport,Kulhudhuffushi,
MV,IFU,Ifuru Airport,Ifuru,
MV,KDM,Kaadedhdhoo Island Airport,Kaadedhdhoo Island,
MV,KDO,Kadhdhoo Island Airport,Kadhdhoo Island,
MV,MLE,Male Ibrahim Nasir Intl Airport,Male,
MV,NMF,Maafaru International Airport,Maafaru,
MV,RUL,Maavarulu Airport,Maavarulu,
MV,TMF,Thimarafushi Airport,Thimarafushi,
MV,VAM,Maamigili Island Airport,Maamigili Island,
MW,BLZ,Blantyre Chileka Intl Airport,Blantyre,
MW,CEH,Chelinda Airport,Chelinda,
MW,CMK,Club Makokola Airport,Club Makokola,
MW,DWA,Dwangwa Airport,Dwangwa,
MW,KBQ,Kasungu Airport,Kasungu,
MW,KGJ,Karonga Airport,Karonga,
MW,LIX,Likoma Island Airport,Likoma Island,
MW,LLW,Lilongwe Kamuzu Intl Airport,Lilongwe,
MW,LMB,Salima Airport,Salima,
MW,MAI,Mangochi Airport,Mangochi,
MW,MYZ,Monkey Bay Airport,Monkey Bay,
MW,VUU,Liwonde Mvuu Camp Airport,Liwonde,
MW,ZZU,Mzuzu Airport,Mzuzu,
MX,ACA,Acapulco Juan N. Alvarez Intl Airport,Acapulco,
MX,ACN,Ciudad Acuna International Airport,Ciudad Acuna,
MX,AGU,Jesus Teran Peredo Int Airport,Aguascalientes,
MX,AJS,Punta Abreojos Airport,Punta Abreojos,
MX,AZG,Apatzingan Pablo L. Sidar Airport,Apatzingan,
MX,AZP,Mexico City Atizapan-Jimenez Cantu Apt,Mexico City,
MX,BHL,Bahia de los Angeles Airport,Bahia de los Angeles,
MX,BJX,Leon/Guanajuato Del Bajio Intl Airport,Leon/Guanajuato,
MX,CEN,Ciudad Obregon International Airport,Ciudad Obregon,
MX,CJS,Ciudad Juarez Abraham Gonzalez Intl Apt,Ciudad Juarez,
MX,CJT,Comitan Copalar Airport,Comitan,
MX,CLQ,Colima Miguel de la Madrid Airport,Colima,
MX,CME,Ciudad del Carmen International Airport,Ciudad del Carmen,
MX,CNA,Cananea Airport,Cananea,
MX,CPE,Campeche A.Acuna Ongay Intl Airport,Campeche,
MX,CTM,Chetumal International Airport,Chetumal,
MX,CUA,Ciudad Constitucion Airport,Ciudad Constitucion,
MX,CUL,Culiacan Fed. De Bachigualato Airport,Culiacan,
MX,CUN,Cancun International Airport,Cancun,
MX,CUU,Chihuahua R. Fierro Villalobos Airport,Chihuahua,
MX,CVJ,Cuernavaca Mariano Matamoros Airport,Cuernavaca,
MX,CVM,Ciudad Victoria Pedro J. Mendez Intl Apt,Ciudad Victoria,
MX,CYW,Celaya Capt. Rogelio Castillo Airport,Celaya,
MX,CZA,Chichen-Itza International Airport,Chichen-Itza,
MX,CZM,Cozumel International Airport,Cozumel,
MX,DGO,Durango Guadalupe Victoria Int Airport,Durango,
MX,ESE,Ensenada Airport,Ensenada,
MX,GDL,Guadalajara Miguel Hidalgo Intl Airport,Guadalajara,
MX,GUB,Guerrero Negro Airport,Guerrero Negro,
MX,GYM,Guaymas Jose Maria Yanez Intl Airport,Guaymas,
MX,HMO,Hermosillo I.Pesqueira Garcia Airport,Hermosillo,
MX,HUX,Huatulco Bahias de Huatulco Int Airport,Huatulco,
MX,ISJ,Isla Mujeres Airport,Isla Mujeres,
MX,IZT,Ixtepec Airport,Ixtepec,
MX,JAL,Jalapa El Lencero Airport,Jalapa,
MX,LAP,La Paz Manuel Marquez de Leon Airport,La Paz,
MX,LMM,Los Mochis Fed. Valle del Fuerte Airport,Los Mochis,
MX,LOM,Lagos de Moreno F. Primo de Verdad Apt,Lagos de Moreno,
MX,LOV,Monclova V.Carranza Intl Airport,Monclova,
MX,LTO,Loreto International Airport,Loreto,
MX,LZC,Lazaro Cardenas Airport,Lazaro Cardenas,
MX,MAM,Matamoros Servando Canales Intl Airport,Matamoros,
MX,MEX,Mexico City Benito Juarez Intl Airport,Mexico City,
MX,MID,Merida M. Crescencio Rejon Airport,Merida,
MX,MLM,Morelia F.J. Mujica Intl Airport,Morelia,
MX,MMC,Ciudad Mante Airport,Ciudad Mante,
MX,MTT,Minatitlan Coatzacoalcos Airport,Minatitlan,
MX,MTY,Monterrey Mariano Escobedo Intl Airport,Monterrey,
MX,MUG,Mulege Airport,Mulege,
MX,MXL,Mexicali R.Sanchez Taboada Int Airport,Mexicali,
MX,MZT,Mazatlan Rafael Buelna Intl Airport,Mazatlan,
MX,NCG,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,
MX,NLD,Nuevo Laredo Quetzalcoatl Intl Airport,Nuevo Laredo,
MX,NLU,Mexico City Santa Lucia AFB Airport,Mexico City,
MX,NOG,Nogales International Airport,Nogales,
MX,NTR,Monterrey Del Norte Intl Airport,Monterrey,
MX,OAX,Oaxaca Xoxocotlan Intl Airport,Oaxaca,
MX,PAZ,Poza Rica El Tajin Airport,Poza Rica,
MX,PBC,Puebla Hermanos Serdan Intl Airport,Puebla,
MX,PCM,Playa del Carmen Airport,Playa del Carmen,
MX,PCO,La Ribera Punta Colorada Airport,La Ribera,
MX,PCV,Punta Chivato Airport,Punta Chivato,
MX,PDS,Piedras Negras International Airport,Piedras Negras,
MX,PPE,Puerto Penasco International Airport,Puerto Penasco,
MX,PQM,Palenque International Airport,Palenque,
MX,PVR,Puerto Vallarta G.Diaz Ordaz Intl Apt,Puerto Vallarta,
MX,PXM,Puerto Escondido International Airport,Puerto Escondido,
MX,QRO,Queretaro Intercontinental Airport,Queretaro,
MX,QTZ,Coatzacoalcos Off-line Point,Coatzacoalcos,
MX,REX,Reynosa Lucio Blanco Intl Airport,Reynosa,
MX,SCX,Salina Cruz Airport,Salina Cruz,
MX,SFH,San Felipe International Airport,San Felipe,
MX,SGM,San Ignacio Airport,San Ignacio,
MX,SJD,San Jose del Cabo Los Cabos Intl Airport,San Jose del Cabo,
MX,SLP,Ponciano Arriaga Intl Airport,San Luis Potosi,
MX,SLW,Saltillo Plan de Guadalupe Intl Airport,Saltillo,
MX,SNQ,San Quintin Airport,San Quintin,
MX,SRL,Santa Rosalia Palo Verde Airport,Santa Rosalia,
MX,TAM,Tampico F. Javier Mina Intl Airport,Tampico,
MX,TAP,Tapachula International Airport,Tapachula,
MX,TCN,Tehuacan Airport,Tehuacan,
MX,TGZ,Angel Albino Corzo Int Airport,Tuxtla Gutierrez,
MX,TIJ,Tijuana A.L. Rodriguez Intl Airport,Tijuana,
MX,TLC,Mexico City Toluca-A.Lopez Mateos Apt,Mexico City,
MX,TPQ,Tepic Amado Nervo Airport,Tepic,
MX,TRC,Torreon Francisco Sarabia Intl Airport,Torreon,
MX,TSL,Tamuin Airport,Tamuin,
MX,TUY,Tulum Airport,Tulum,
MX,TZM,Tizimin Cupul Airport,Tizimin,
MX,UAC,San Luis Rio Colorado Airport,San Luis Rio Colorado,
MX,UPN,Uruapan Ignacio Lopez Rayon Airport,Uruapan,
MX,VER,Veracruz Heriberto Jara Intl Airport,Veracruz,
MX,VIB,Villa Constitucion Airport,Villa Constitucion,
MX,VSA,Villahermosa C.Rovirosa Perez Intl Apt,Villahermosa,
MX,XAL,Alamos Airport,Alamos,
MX,ZCL,Zacatecas Leobardo C. Ruiz Intl Airport,Zacatecas,
MX,ZIH,Ixtapa/Zihuatanejo International Airport,Ixtapa/Zihuatanejo,
MX,ZLO,Manzanillo Playa de Oro Intl Airport,Manzanillo,
MX,ZMM,Zamora Airport,Zamora,
MY,AOR,Alor Setar Sultan Abdul Halim Airport,Alor Setar,
MY,BBN,Bario Airport,Bario,
MY,BKI,Kota Kinabalu International Airport,Kota Kinabalu,
MY,BKM,Bakelalan Airport,Bakelalan,
MY,BLG,Belaga Airport,Belaga,
MY,BSE,Sematan Airport,Sematan,
MY,BTU,Bintulu Bintulu Airport Airport,Bintulu,
MY,BWH,Butterworth Airport,Butterworth,
MY,GSA,Long Pasia Airport,Long Pasia,
MY,IPH,Ipoh Sultan Azlan Shah Airport,Ipoh,
MY,JHB,Johor Bahru Senai Intl Airport,Johor Bahru,
MY,KBR,Kota Bharu Sultan Ismail Petra Airport,Kota Bharu,
MY,KCH,Kuching International Airport,Kuching,
MY,KGU,Keningau Airport,Keningau,
MY,KPI,Kapit Airport,Kapit,
MY,KTE,Kerteh Airport,Kerteh,
MY,KUA,Kuantan Sultan Haji Ahmad Shah Airport,Kuantan,
MY,KUD,Kudat Airport,Kudat,
MY,KUL,Kuala Lumpur International Airport,Kuala Lumpur,
MY,LAC,Layang-Layang Island Airport,Layang-Layang Island,
MY,LBP,Long Banga Airport,Long Banga,
MY,LBU,Labuan Airport,Labuan,
MY,LDU,Lahad Datu Airport,Lahad Datu,
MY,LGK,Langkawi International Airport,Langkawi,
MY,LGL,Long Lellang Airport,Long Lellang,
MY,LKH,Long Akah Airport,Long Akah,
MY,LMN,Limbang Airport,Limbang,
MY,LSM,Long Semado Airport,Long Semado,
MY,LSU,Long Sukang Airport,Long Sukang,
MY,LWY,Lawas Airport,Lawas,
MY,MEP,Mersing Airport,Mersing,
MY,MKM,Mukah Airport,Mukah,
MY,MKZ,Malacca Airport,Malacca,
MY,MUR,Marudi Airport,Marudi,
MY,MYY,Miri Airport,Miri,
MY,MZV,Mulu Airport,Mulu,
MY,ODN,Long Seridan Airport,Long Seridan,
MY,PAY,Pamol Airport,Pamol,
MY,PEN,Penang International Airport,Penang,
MY,PKG,Pangkor Airport,Pangkor,
MY,RDN,Redang Island Airport,Redang Island,
MY,RNU,Ranau Airport,Ranau,
MY,SBW,Sibu Airport,Sibu,
MY,SDK,Sandakan Airport,Sandakan,
MY,SMM,Semporna Airport,Semporna,
MY,SPE,Sepulot Airport,Sepulot,
MY,SPT,Sipitang Airport,Sipitang,
MY,SWY,Sitiawan Airport,Sitiawan,
MY,SXS,Sahabat Airport,Sahabat,
MY,SXT,Taman Negara Sungai Tiang Airport,Taman Negara,
MY,SZB,Kuala Lumpur Sultan Abdul Aziz Shah Apt,Kuala Lumpur,
MY,TEL,Telupid Airport,Telupid,
MY,TGC,Tanjung Manis Airport,Tanjung Manis,
MY,TGG,Kuala Terengganu Sultan Mahmud Airport,Kuala Terengganu,
MY,TMG,Tomanggong Airport,Tomanggong,
MY,TOD,Tioman Island Airport,Tioman Island,
MY,TPG,Taiping Airport,Taiping,
MY,TWU,Tawau Airport,Tawau,
MY,XKL,Kuala Lumpur Sentral Railway Stn,Kuala Lumpur,
MY,XPQ,Port Klang Ferry Port,Port Klang,
MY,ZGY,Kuching Kuching Port Ferry Port,Kuching,
MY,ZJB,Kuantan Kuantan Port Ferry Port,Kuantan,
MY,ZJR,Penang Penang Port Ferry Port,Penang,
MY,ZJT,Tanjung Pelepas Tanjung Pelepas Airport,Tanjung Pelepas,
MY,ZLW,Pasir Gudang Pasir Gudang Port Airport,Pasir Gudang,
MY,ZMK,Bintulu Bintulu Port Ferry Port,Bintulu,
MY,ZWR,Kota Kinabalu Port Heliport,Kota Kinabalu,
MZ,AME,Alto Molocue Airport,Alto Molocue,
MZ,ANO,Angoche Airport,Angoche,
MZ,APL,Nampula Airport,Nampula,
MZ,BCW,Benguerra Island Airport,Benguerra Island,
MZ,BEW,Beira Airport,Beira,
MZ,BJN,Bajone Airport,Bajone,
MZ,BZB,Bazaruto Island Airport,Bazaruto Island,
MZ,CMZ,Caia Airport,Caia,
MZ,DGK,Dugong Beach Lodge Airport,Dugong Beach Lodge,
MZ,FXO,Cuamba Airport,Cuamba,
MZ,IBL,Indigo Bay Lodge Airport,Indigo Bay Lodge,
MZ,IBO,Ibo Airport,Ibo,
MZ,IDC,Chilonzuine Island Airport,Chilonzuine Island,
MZ,IHC,Inhaca Airport,Inhaca,
MZ,IMG,Inhaminga Airport,Inhaminga,
MZ,INE,Chinde Airport,Chinde,
MZ,INH,Inhambane Airport,Inhambane,
MZ,LBM,Luabo Airport,Luabo,
MZ,LFB,Lumbo Airport,Lumbo,
MZ,LMZ,Palma Airport,Palma,
MZ,MFW,Magaruque Island Airport,Magaruque Island,
MZ,MJS,Maganja da Costa Airport,Maganja da Costa,
MZ,MMW,Moma Airport,Moma,
MZ,MNC,Nacala Airport,Nacala,
MZ,MPM,Maputo International Airport,Maputo,
MZ,MTU,Montepuez Airport,Montepuez,
MZ,MUD,Mueda Airport,Mueda,
MZ,MZB,Mocimboa da Praia Airport,Mocimboa da Praia,
MZ,NND,Nangade Airport,Nangade,
MZ,NTC,Santa Carolina Airport,Santa Carolina,
MZ,PDD,Ponta do Ouro Airport,Ponta do Ouro,
MZ,PEB,Pebane Airport,Pebane,
MZ,POL,Pemba Airport,Pemba,
MZ,RRM,Marromeu Airport,Marromeu,
MZ,TET,Tete Chingozi Airport,Tete,
MZ,TGS,Chokwe Airport,Chokwe,
MZ,UEL,Quelimane Airport,Quelimane,
MZ,VJB,Xai-Xai Airport,Xai-Xai,
MZ,VJQ,Gurue Airport,Gurue,
MZ,VNX,Vilankulos Airport,Vilankulos,
MZ,VPY,Chimoio Airport,Chimoio,
MZ,VXC,Lichinga Airport,Lichinga,
NA,ADI,Arandis Airport,Arandis,
NA,AIW,Ai-Ais Airport,Ai-Ais,
NA,BQI,Bagani Airport,Bagani,
NA,ERS,Windhoek Eros Airport,Windhoek,
NA,GFY,Grootfontein Airport,Grootfontein,
NA,GOG,Gobabis Airport,Gobabis,
NA,HAL,Halali Airport,Halali,
NA,KAS,Karasburg Airport,Karasburg,
NA,KMP,Keetmanshoop Airport,Keetmanshoop,
NA,LHU,Lianshulu Airport,Lianshulu,
NA,LUD,Luderitz Airport,Luderitz,
NA,MJO,Mount Etjo Airport,Mount Etjo,
NA,MPA,Katima Mulilo Mpacha Airport,Katima Mulilo,
NA,MQG,Midgard Airport,Midgard,
NA,NDU,Rundu Airport,Rundu,
NA,NNI,Namutoni Airport,Namutoni,
NA,OGV,Ongava Airport,Ongava,
NA,OHI,Oshakati Airport,Oshakati,
NA,OKF,Okaukuejo Airport,Okaukuejo,
NA,OKU,Mokuti Lodge Airport,Mokuti Lodge,
NA,OMD,Oranjemund Airport,Oranjemund,
NA,OMG,Omega Airport,Omega,
NA,OND,Ondangwa Airport,Ondangwa,
NA,OPW,Opuwo Airport,Opuwo,
NA,OTJ,Otjiwarongo Airport,Otjiwarongo,
NA,RHN,Rosh Pinah Skorpion Mine Airport,Rosh Pinah,
NA,SWP,Swakopmund Airport Airport,Swakopmund,
NA,SZM,Sesriem Airport,Sesriem,
NA,TCY,Terrace Bay Airport,Terrace Bay,
NA,TSB,Tsumeb Airport,Tsumeb,
NA,WDH,Windhoek Hosea Kutako Intl Airport,Windhoek,
NA,WVB,Walvis Bay Airport,Walvis Bay,
NA,ZSZ,Swakopmund Railway Station,Swakopmund,
NA,ZWH,Windhoek Railway Station,Windhoek,
NC,BMY,Ile Art Waala Airport,Ile Art,
NC,GEA,Noumea Magenta Airport,Noumea,
NC,ILP,Ile des Pins Moue Airport,Ile des Pins,
NC,KNQ,Kone Airport,Kone,
NC,KOC,Koumac Airport,Koumac,
NC,LIF,Lifou Ouanaham Airport,Lifou,
NC,MEE,Mare La Roche Airport,Mare,
NC,NOU,Noumea La Tontouta Airport,Noumea,
NC,PDC,Mueo Airport,Mueo,
NC,PUV,Poum Malabou Airport,Poum,
NC,TGJ,Tiga Airport,Tiga,
NC,TOU,Touho Airport,Touho,
NC,UVE,Ouvea Ouloup Airport,Ouvea,
NE,AJY,Agadez Manu Dayak Intl Airport,Agadez,
NE,MFQ,Maradi Airport,Maradi,
NE,NIM,Niamey Diori Hamani Intl Airport,Niamey,
NE,RLT,Arlit Airport,Arlit,
NE,THZ,Tahoua Airport,Tahoua,
NE,ZND,Zinder Airport,Zinder,
NF,NLK,Norfolk Island Airport,Norfolk Island,
NG,ABB,Asaba International Airport,Asaba,
NG,ABV,Abuja Nnamdi Azikiwe Intl Airport,Abuja,
NG,AKR,Akure Airport,Akure,
NG,BCU,Bauchi Airport,Bauchi,
NG,BNI,Benin City Airport,Benin City,
NG,CBQ,Calabar Margaret Ekpo Intl Airport,Calabar,
NG,DKA,Katsina Airport,Katsina,
NG,ENU,Enugu Akanu Ibiam Intl Airport,Enugu,
NG,GMO,Gombe Lawanti Airport,Gombe,
NG,IBA,Ibadan Airport,Ibadan,
NG,ILR,Ilorin International Airport,Ilorin,
NG,JOS,Jos Yakubu Gowon Airport,Jos,
NG,KAD,Kaduna Airport,Kaduna,
NG,KAN,Kano Mallam Aminu Kano Intl Airport,Kano,
NG,LOS,Lagos Murtala Muhammed Intl Airport,Lagos,
NG,MDI,Makurdi Airport,Makurdi,
NG,MIU,Maiduguri International Airport,Maiduguri,
NG,MXJ,Minna Airport,Minna,
NG,PHC,Port Harcourt International Airport,Port Harcourt,
NG,PHG,Port Harcourt City Airport Airport,Port Harcourt,
NG,QAP,Apapa Off-line Point,Apapa,
NG,QAT,Abeokuta Off-line Point,Abeokuta,
NG,QAX,Aba Off-line Point,Aba,
NG,QCT,Bacita Off-line Point,Bacita,
NG,QIK,Ikoyi Off-line Point,Ikoyi,
NG,QJK,Ajaokuta Off-line Point,Ajaokuta,
NG,QNI,Onitsha Off-line Point,Onitsha,
NG,QNK,Nsukka Off-line Point,Nsukka,
NG,QNN,Marina Off-line Point,Marina,
NG,QOW,Owerri Sam Mbakwe Intl Airport,Owerri,
NG,QRW,Warri Osubi Airport,Warri,
NG,QSL,Suru-Lere Off-line Point,Suru-Lere,
NG,QUO,Uyo Akwa Ibom Intl Airport,Uyo,
NG,QUS,Gusau Off-line Point,Gusau,
NG,QYB,Yaba Off-line Point,Yaba,
NG,SKO,Sokoto Sadiq Abubakar III Int Airport,Sokoto,
NG,YOL,Yola Airport,Yola,
NG,ZAR,Zaria Airport,Zaria,
NI,BEF,Bluefields Airport,Bluefields,
NI,BZA,Bonanza San Pedro Airport,Bonanza,
NI,ECI,Rivas Costa Esmeralda Airport,Rivas,
NI,MGA,Managua Augusto C. Sandino Airport,Managua,
NI,NCR,San Carlos Airport,San Carlos,
NI,NVG,Nueva Guinea Airport,Nueva Guinea,
NI,PUZ,Puerto Cabezas Airport,Puerto Cabezas,
NI,RFS,Rosita Airport,Rosita,
NI,RNI,Corn Island Airport,Corn Island,
NI,SIU,Siuna Airport,Siuna,
NI,WSP,Waspam Airport,Waspam,
NL,AMS,Amsterdam Schiphol Airport Airport,Amsterdam,
NL,DHR,Den Helder De Kooy Airport,Den Helder,
NL,EIN,Eindhoven Airport Airport,Eindhoven,
NL,ENS,Enschede Twenthe Airport,Enschede,
NL,GLZ,Breda Gilze-Rijen AB Airport,Breda,
NL,GRQ,Groningen Eelde Airport,Groningen,
NL,HAG,The Hague SITA Functions Off-line Point,The Hague,
NL,LEY,Lelystad Airport,Lelystad,
NL,LWR,Leeuwarden Air Base Airport,Leeuwarden,
NL,MST,Maastricht Maastricht/Aachen Airport,Maastricht,
NL,QAR,Arnhem Bus Station,Arnhem,
NL,QFA,Aalsmeer Off-line Point,Aalsmeer,
NL,QHZ,Hoofddorp Off-line Point,Hoofddorp,
NL,QNQ,Nijmegen Railway Station,Nijmegen,
NL,QRH,Rotterdam Centraal Railway Stn,Rotterdam,
NL,QWZ,Best Bus Station,Best,
NL,QYC,Drachten Bus Station,Drachten,
NL,QYE,Enschede Railway Station,Enschede,
NL,QYH,Hengelo Railway Station,Hengelo,
NL,QYI,Hilversum Railway Station,Hilversum,
NL,QYL,Almelo Railway Station,Almelo,
NL,QYM,Amersfoort Railway Station,Amersfoort,
NL,QYP,Apeldoorn Railway Station,Apeldoorn,
NL,QYT,Paterswolde Bus Station,Paterswolde,
NL,QYV,Deventer Railway Station,Deventer,
NL,QYZ,Heerenveen Bus Station,Heerenveen,
NL,RTM,Rotterdam Airport Airport,Rotterdam,
NL,SPL,Amsterdam Schiphol SITA Function,Amsterdam,
NL,UDE,Uden Volkel AB Airport,Uden,
NL,UTC,Utrecht Soesterberg Airport,Utrecht,
NL,WOE,Bergen op Zoom Woensdrecht AB Airport,Bergen op Zoom,
NL,ZUO,Dutch Rail Zone 16 Off-line Point,Dutch Rail Zone 16,
NL,ZUP,Dutch Rail Zone 17 Off-line Point,Dutch Rail Zone 17,
NL,ZUQ,Dutch Rail Zone 18 Off-line Point,Dutch Rail Zone 18,
NL,ZUR,Dutch Rail Zone 19 Off-line Point,Dutch Rail Zone 19,
NL,ZUS,Dutch Rail Zone 20 Off-line Point,Dutch Rail Zone 20,
NL,ZUT,Dutch Rail Zone 21 Off-line Point,Dutch Rail Zone 21,
NL,ZUU,Dutch Rail Zone 22 Off-line Point,Dutch Rail Zone 22,
NL,ZUV,Dutch Rail Zone 23 Off-line Point,Dutch Rail Zone 23,
NL,ZUW,Dutch Rail Zone 24 Off-line Point,Dutch Rail Zone 24,
NL,ZUX,Dutch Rail Zone 25 Off-line Point,Dutch Rail Zone 25,
NL,ZUY,Dutch Rail Zone 26 Off-line Point,Dutch Rail Zone 26,
NL,ZUZ,Dutch Rail Zone 27 Off-line Point,Dutch Rail Zone 27,
NL,ZVL,Dutch Rail Zone 01 Off-line Point,Dutch Rail Zone 01,
NL,ZVN,Dutch Rail Zone 03 Off-line Point,Dutch Rail Zone 03,
NL,ZVO,Dutch Rail Zone 04 Off-line Point,Dutch Rail Zone 04,
NL,ZVP,Dutch Rail Zone 05 Off-line Point,Dutch Rail Zone 05,
NL,ZVQ,Dutch Rail Zone 06 Off-line Point,Dutch Rail Zone 06,
NL,ZVS,Dutch Rail Zone 08 Off-line Point,Dutch Rail Zone 08,
NL,ZVT,Dutch Rail Zone 09 Off-line Point,Dutch Rail Zone 09,
NL,ZVU,Dutch Rail Zone 10 Off-line Point,Dutch Rail Zone 10,
NL,ZVV,Dutch Rail Zone 11 Off-line Point,Dutch Rail Zone 11,
NL,ZVW,Dutch Rail Zone 12 Off-line Point,Dutch Rail Zone 12,
NL,ZVX,Dutch Rail Zone 13 Off-line Point,Dutch Rail Zone 13,
NL,ZVY,Dutch Rail Zone 14 Off-line Point,Dutch Rail Zone 14,
NL,ZVZ,Dutch Rail Zone 15 Off-line Point,Dutch Rail Zone 15,
